date, pm25, pm10, o3, no2, so2, co
2017/5/29, 191, , , 28, , 
2017/5/30, 211, , , 27, , 
2017/5/31, 195, 100, , 30, , 
2017/6/1, 154, 175, , 31, , 
2017/6/2, 217, 128, , 32, , 
2017/6/3, 162, 173, , 21, , 
2017/6/4, 230, 168, , 4, , 
2017/6/5, 165, , , , , 
2017/6/9, 229, , , , , 
2017/6/12, 153, 151, , 16, , 
2017/6/13, 155, 196, , 17, , 
2017/6/14, 222, 128, , 15, , 
2017/6/15, 146, 81, , 21, , 
2017/6/16, 145, 65, , 19, , 
2017/6/17, 147, 137, , 13, , 
2017/6/18, 182, 147, , 18, , 
2017/6/19, 198, 65, , 19, , 
2017/6/20, 135, 65, , 13, , 
2017/6/21, 161, 84, , 17, , 
2017/6/22, 171, 99, , 13, , 
2017/6/23, 174, 143, , 17, , 
2017/6/24, 274, 186, , 17, , 
2017/6/25, 302, 210, , 12, , 
2017/6/26, 304, 182, , 14, , 
2017/6/27, 183, 83, , 8, , 
2017/6/28, 169, 69, , 13, , 
2017/6/29, 184, 63, , 11, , 
2017/6/30, 163, 135, , 10, , 
2017/1/2, 406, 161, , 24, , 
2017/1/3, 239, 151, , 27, , 
2017/1/4, 250, 139, , 29, , 
2017/1/5, 242, 131, , 25, , 
2017/1/6, 233, 92, , 15, , 
2017/1/7, 187, 100, , 20, , 
2017/1/8, 201, 100, , 20, , 
2017/1/9, 198, 79, , 20, , 
2017/1/10, 173, 108, , 21, , 
2017/1/11, 208, 148, , 24, , 
2017/1/12, 248, 145, , 26, , 
2017/1/13, 262, 178, , 29, , 
2017/1/14, 296, 122, , 28, , 
2017/1/15, 227, 114, , 20, , 
2017/1/16, 213, 82, , 16, , 
2017/1/17, 181, 94, , 19, , 
2017/1/18, 190, 89, , 18, , 
2017/1/19, 184, 79, , 19, , 
2017/1/20, 176, 145, , 25, , 
2017/1/21, 270, 234, , 22, , 
2017/1/22, 406, 132, , 22, , 
2017/1/23, 266, 130, , 30, , 
2017/1/24, 247, 145, , 30, , 
2017/1/25, 273, 92, , 16, , 
2017/1/26, 193, 55, , 13, , 
2017/1/27, 147, 65, , 14, , 
2017/1/28, 151, 79, , 15, , 
2017/1/29, 183, 107, , 22, , 
2017/1/30, 212, 115, , 23, , 
2017/1/31, 229, 86, , 20, , 
2017/2/1, 192, 127, , 29, , 
2017/2/2, 261, 132, , 29, , 
2017/2/3, 265, 137, , 30, , 
2017/2/4, 242, , , 24, , 
2017/2/6, 130, 77, , 19, , 
2017/2/7, 158, 110, , 25, , 
2017/2/8, 203, 111, , 23, , 
2017/2/9, 202, 98, , 22, , 
2017/2/10, 186, 111, , 25, , 
2017/2/11, 205, 127, , 27, , 
2017/2/12, 222, 113, , 28, , 
2017/2/13, 213, 152, , 26, , 
2017/2/14, 298, 154, , 26, , 
2017/2/15, 275, 188, , 24, , 
2017/2/16, 335, 197, , 21, , 
2017/2/17, 357, , , 23, , 
2017/2/20, 148, 113, , 14, , 
2017/2/21, 207, 126, , 19, , 
2017/2/22, 243, 81, , 21, , 
2017/2/23, 151, 75, , 16, , 
2017/2/24, 150, 74, , 18, , 
2017/2/25, 150, 91, , 21, , 
