date, pm25, pm10, o3, no2, so2, co
2020/11/28, 184, 217, 55, 24, 8, 10
2020/11/29, 230, 256, 58, 22, 8, 10
2020/11/30, 264, 329, 63, 29, 9, 15
2020/12/1, 298, 274, 59, 24, 7, 11
2020/12/2, 277, 264, 57, 29, 8, 10
2020/12/3, 271, 369, 96, 32, 9, 16
2020/12/4, 372, 291, 43, 19, 7, 11
2020/12/5, 341, 284, 9, 23, 7, 11
2020/12/6, 336, 248, , 18, 5, 11
2020/12/7, 299, 255, 1, 21, 9, 12
2020/12/8, 263, 259, 6, 17, 9, 12
2020/12/9, 272, 144, 5, 14, 7, 7
2020/12/10, 183, 259, 7, 28, 7, 14
2020/12/11, 242, 233, 3, 11, 4, 13
2020/12/12, 323, 99, 15, 7, 4, 5
2020/12/13, 175, 96, 23, 5, 6, 4
2020/12/14, 169, 107, 24, 8, 9, 5
2020/12/15, 184, 102, 19, 9, 5, 4
2020/12/16, 174, 115, 18, 7, 4, 6
2020/12/17, 192, 132, 32, 12, 6, 6
2020/12/18, 208, 143, 30, 16, 6, 5
2020/12/19, 212, 140, 36, 15, 7, 6
2020/12/20, 215, 229, 35, 19, 12, 9
2020/12/21, 248, 448, 27, 22, 8, 14
2020/12/22, 364, 520, 26, 23, 7, 20
2020/12/23, 432, 380, 35, 16, 5, 14
2020/12/24, 389, 206, 30, 17, 5, 9
2020/12/25, 264, 224, 32, 16, 5, 13
2020/12/26, 282, 251, 33, 13, 5, 16
2020/12/27, 307, 161, 24, 12, 6, 7
2020/12/28, 165, 143, 27, 11, 4, 7
2020/12/29, 182, 120, 23, 8, 3, 7
2020/12/30, 190, 222, 14, 13, 4, 8
2020/12/31, 282, 246, 12, 9, 4, 13
2021/1/1, 322, 265, 14, 14, 4, 8
2021/1/2, 368, 151, 13, 9, 4, 5
2021/1/3, 230, 58, 12, 8, 5, 4
2020/7/1, 137, 87, 26, 8, 3, 4
2020/7/2, 146, 96, 9, 3, 4, 4
2020/7/3, 147, 70, 10, 2, 4, 3
2020/7/4, 123, 39, 13, , 3, 3
2020/7/5, 75, 52, 8, 4, 3, 2
2020/7/6, 129, 38, 4, 4, 3, 2
2020/7/7, 75, 33, 8, 1, 3, 3
2020/7/8, 87, 56, 12, 1, 3, 5
2020/7/9, 121, 55, 5, 4, 3, 2
2020/7/10, 86, 46, 4, 5, 3, 3
2020/7/11, 76, 38, 9, 4, 4, 7
2020/7/12, 74, 70, 16, 4, 4, 4
2020/7/13, 90, 95, 21, 4, 4, 4
2020/7/14, 109, 60, 18, 3, 3, 4
2020/7/15, 98, 50, 13, 3, 4, 6
2020/7/16, 95, 57, 14, 3, 3, 5
2020/7/17, 128, 46, 10, 2, 4, 17
2020/7/18, 91, 38, 12, 2, 3, 14
2020/7/19, 81, 36, 20, 2, 4, 15
2020/7/20, 64, 38, 13, 2, 4, 16
2020/7/21, 76, 37, 8, 3, 3, 10
2020/7/22, 82, 54, 38, 4, 3, 15
2020/7/23, 100, 55, 19, 5, 3, 10
2020/7/24, 116, 38, 7, 4, 4, 33
2020/7/25, 80, , , , , 
2020/7/27, 70, 60, 9, 9, 3, 25
2020/7/28, 74, 58, 11, 5, 3, 10
2020/7/29, 78, 38, 10, 4, 3, 4
2020/7/30, 61, 46, 12, 4, 4, 8
2020/7/31, 94, 46, 15, 3, 4, 5
2020/8/1, 82, 45, 2, 16, 3, 8
2020/8/2, 73, 56, 10, 10, 4, 1
2020/8/3, 72, 48, 7, 1, 4, 5
2020/8/4, 73, 58, 3, 2, 5, 5
2020/8/5, 99, 39, 3, , 4, 3
2020/8/6, 55, 39, 6, , 5, 9
2020/8/7, 70, 51, 8, 2, 5, 5
2020/8/8, 104, 45, 2, 1, 5, 4
2020/8/9, 92, 49, 4, 2, 4, 3
2020/8/10, 103, 54, 2, 2, 4, 3
2020/8/11, 110, 46, 3, 3, 4, 6
2020/8/12, 67, 35, 3, 2, 4, 16
2020/8/13, 57, 31, 2, 2, 4, 13
2020/8/14, 58, 51, 1, 4, 4, 17
2020/8/15, 104, 52, 3, 5, 4, 16
2020/8/16, 86, 55, 16, 20, 5, 15
2020/8/17, 91, 60, 98, 16, 4, 14
2020/8/18, 76, 44, 18, 24, 3, 16
2020/8/19, 59, 29, 3, 13, 3, 5
2020/8/20, 47, 24, , 6, 3, 2
2020/8/21, 28, 22, , 5, 3, 1
2020/8/22, 36, 30, , 4, 3, 2
