date, pm25, pm10, o3, no2, so2, co
2020/10/20, 157, 87, 29, 15, 2, 10
2020/10/21, 150, 116, 30, 29, 4, 14
2020/10/22, 191, 168, 46, 28, 4, 16
2020/10/23, 254, 123, 38, 16, 3, 14
2020/10/24, 204, 137, 47, 18, 4, 14
2020/10/25, 226, 135, 34, 22, 4, 14
2020/10/26, 213, 131, 32, 14, 3, 9
2020/10/27, 221, 131, 34, 19, 4, 12
2020/10/28, 211, 155, 33, 24, 4, 16
2020/10/29, 260, 154, 33, 18, 2, 11
2020/10/30, 257, 242, 29, 17, 2, 11
2020/10/31, 316, 212, 27, 15, 3, 9
2020/11/1, 301, 112, 24, 16, 3, 10
2020/11/2, 190, 94, 23, 16, 1, 10
2020/11/3, 164, 253, 19, 19, 3, 15
2020/11/4, 326, 173, 28, 17, 3, 10
2020/11/5, 292, 169, 24, 20, 4, 12
2020/11/6, 274, 269, 32, 20, 5, 16
2020/11/7, 347, 250, 26, 22, 7, 17
2020/11/8, 358, 482, 27, 26, 4, 22
2020/11/9, 511, 475, 23, 24, 3, 22
2020/11/10, 479, 113, 18, 16, 2, 17
2020/11/11, 194, 107, 20, 18, 3, 17
2020/11/12, 191, 111, 24, 15, 1, 15
2020/11/13, 203, 269, 24, 17, 6, 19
2020/11/14, 398, 217, 22, 11, 2, 12
2020/11/15, 315, 72, 12, 6, , 5
2020/11/16, 165, 77, 16, 9, 1, 6
2020/11/17, 158, 88, 9, 10, 1, 8
2020/11/18, 177, 99, 18, 14, 1, 11
2020/11/19, 186, 123, 23, 12, 2, 7
2020/11/20, 225, 106, 20, 12, 2, 6
2020/11/21, 192, 101, 21, 12, 2, 8
2020/11/22, 187, 123, 37, 21, 2, 13
2020/11/23, 214, 141, 66, 19, 2, 18
2020/11/24, 227, 184, 28, 22, 3, 16
2020/11/25, 304, 95, 33, 12, 3, 8
2020/11/26, 178, 73, 39, 12, 4, 6
2020/11/27, 149, 93, 52, 12, 4, 6
2020/11/28, 178, 95, 65, 13, 4, 8
2020/11/29, 179, 111, 68, 13, 4, 13
2020/11/30, 199, 143, 75, 17, 5, 13
2020/12/1, 243, 140, 71, 16, 3, 11
2020/12/2, 242, 128, 75, 14, 1, 11
2020/12/3, 220, 147, 58, 18, 1, 22
2020/12/4, 255, 174, 52, 16, 4, 17
2020/12/5, 289, 151, 60, 11, 3, 13
2020/12/6, 255, 199, 56, 12, 3, 14
2020/12/7, 290, 146, 62, 14, 3, 14
2020/12/8, 241, 127, 57, 15, 5, 16
2020/12/9, 215, 107, 34, 14, 5, 13
2020/12/10, 180, 123, 21, 22, 4, 17
2020/12/11, 206, 189, 18, 13, 1, 13
2020/12/12, 295, 91, 27, 8, 2, 6
2020/12/13, 173, 72, 34, 6, 2, 5
2020/12/14, 161, 98, 33, 10, 9, 7
2020/12/15, 182, 99, 27, 11, 2, 7
2020/12/16, 185, 106, 28, 8, 2, 7
2020/12/17, 191, 97, 44, 14, 3, 6
2020/12/18, 178, 119, 52, 16, 4, 6
2020/12/19, 211, 118, 53, 17, 4, 9
2020/12/20, 209, 121, 57, 16, 7, 9
2020/12/21, 217, 193, 50, 17, 6, 15
2020/12/22, 305, 192, 53, 20, 4, 17
2020/12/23, 312, 199, 49, 16, 5, 16
2020/12/24, 303, 125, 46, 13, 3, 12
2020/12/25, 226, 129, 49, 14, 3, 10
2020/12/26, 229, 207, 38, 14, 5, 16
2020/12/27, 313, 106, 30, 12, 3, 5
2020/12/28, 152, 118, 38, 13, 5, 7
2020/12/29, 184, 119, 30, 11, 3, 9
2020/12/30, 212, 148, 21, 14, 3, 12
2020/12/31, 268, 222, 30, 17, 5, 21
2021/1/1, 348, 225, 17, 21, 4, 17
2021/1/2, 355, 110, 5, 15, 2, 10
2021/1/3, 220, 63, 12, 13, 3, 7
2020/7/1, 131, 69, 27, 7, 3, 8
2020/7/2, 142, 71, 20, 7, 2, 8
2020/7/3, 140, 53, 16, 4, 2, 7
2020/7/4, 110, 31, 23, 6, 3, 6
2020/7/5, 71, 46, 13, 6, 2, 6
2020/7/6, 110, 19, 7, 4, 2, 5
2020/7/7, 51, 23, 8, 5, 1, 6
2020/7/8, 62, 36, 17, 4, 1, 9
