date, pm25, pm10, o3, no2, so2, co
2020/8/10, 110, 58, 8, 11, 3, 11
2020/8/11, 110, 58, 7, 7, 3, 7
2020/8/12, 68, 23, 15, 8, 2, 7
2020/8/13, 50, 47, 7, 8, 3, 10
2020/8/14, 82, 55, 6, 7, 1, 10
2020/8/15, 96, 47, 3, 8, 1, 14
2020/8/16, 69, 55, 14, 13, 3, 15
2020/8/17, 81, 64, 4, 11, 1, 10
2020/8/18, 84, 53, 19, 15, 5, 16
2020/8/19, 88, 34, 10, 11, 5, 11
2020/8/20, 68, 58, 8, 10, , 14
2020/8/21, 72, 54, 21, 7, , 13
2020/8/22, 48, 47, 11, 6, 6, 16
2020/8/23, 53, 54, 11, 10, 10, 10
2020/8/24, 48, 63, 4, 9, 8, 11
2020/8/25, 46, 60, 6, 8, 2, 15
2020/8/26, 41, 76, 7, 6, 3, 8
2020/8/27, 48, 81, 22, 11, 2, 11
2020/8/28, 91, 74, 10, 13, 4, 14
2020/8/29, 118, 57, 8, 6, 3, 9
